project_id,area_sqkm,population_density,infrastructure_type,land_cost_per_sqkm,construction_cost_index,distance_to_city_center,existing_infrastructure_score,environmental_factors,zoning_complexity,project_duration_years,total_cost_millions
409,45.31640783275355,4941.3762341624,Residential,117221.73630189443,0.8731362217277707,7.297071717092484,0.4535562309084684,0.8751944635453508,0.9334838172471769,8.393858748330869,629425.51
410,5.018690500913611,2324.6079438609627,Commercial,341715.6293350199,1.304187546763177,11.835583735534257,0.7234450572272448,0.5365875493840011,0.3030811263026504,6.8112160160458455,369755.85
411,16.30602506072554,3472.5437553231613,Residential,127573.8629473248,1.2810981030891895,10.654450790710696,0.26402605581274935,0.5447391914912088,0.3002311114816335,4.6217664483128384,483817.24
412,47.52806736901484,788.7095411339678,Commercial,442577.5535096667,0.8670279390643504,6.108463462582941,0.3938638491629912,0.8259868569614803,0.6305844225566507,5.247181989231288,191484.78
413,47.55505377340903,2479.3895283310494,Public,325902.3075811587,1.4458006834340602,18.61073343294315,0.8189434771834005,0.7434703566196241,0.32050559350375946,7.450523044133055,406562.76
414,28.885175462102662,234.92992736038087,Industrial,120741.74760062942,1.1979305415097738,14.822100654750237,0.6229486829430557,0.8952076251596051,0.9821727875636621,8.886754267001145,188431.13
415,31.775942002405063,2576.730077761205,Mixed,483052.1258665431,1.054607864794979,26.105328777396107,0.9423752494296358,0.9581354186717657,0.45544562217897433,3.449969207557981,390720.63
416,22.69805333792683,4823.685294876742,Residential,283264.45850089425,1.3295770084467147,1.9311778339796892,0.5430011266730834,0.6941834388357737,0.6308653105553912,4.078691163739637,599436.54
417,15.013933199054195,1982.612893630421,Public,82804.30334224475,0.9801558208811438,19.672169899098662,0.8958498926511385,0.7982050132923231,0.3427963410085565,9.376654567261713,343478.35
418,16.76889499581084,291.0804616170668,Industrial,332074.80698678026,1.2854568859324242,23.125517476835274,0.55916434998259,0.750348313897655,0.665433891319881,6.2066061316850085,197210.7
419,33.7896635758134,251.6833755047833,Public,163939.5081557646,0.8277978453005731,23.025110506460905,0.9833986229615883,0.9908053278212164,0.5659692876031859,2.6106563542150094,137487.61
420,37.74253920716516,2001.1351237396605,Residential,411662.0533447861,1.3875856263264903,26.69614504577023,0.9678675051191015,0.9155422036782976,0.3312620202140566,6.973256250211445,365364.89
421,39.6831626644295,884.1221886696508,Mixed,418019.9331047858,1.113719592914923,22.141978542055327,0.46330936444486426,0.9558688541386768,0.5345869866873573,9.916859399854417,264766.79
422,39.586098068330415,214.42527200811097,Public,490526.3101345978,1.2456850400505592,27.906491787783192,0.9087389363334426,0.6271700437888021,0.5740052141559989,8.411082080233601,195837.06
423,5.014702100910173,3805.4467083558666,Commercial,275841.2889610267,0.9548664738646786,10.647041394805852,0.8780890993725194,0.8862632115812972,0.9929450438924579,7.711670228962625,511653.98
424,24.973805082777783,2346.7627435212644,Industrial,254730.5958774817,1.2739515988609136,15.59307308579475,0.3685443178620503,0.6327366124988245,0.4455201103435628,2.872419888396423,371782.17
425,3.349158620823892,1517.2993826660072,Public,389064.0224509163,1.3405681931252937,1.4083102352038295,0.6994323206266158,0.6043712667141949,0.6813457307590698,8.885258062156066,288653.39
426,27.70167967502491,4510.407596780756,Industrial,109611.79535386695,1.1312492308190791,1.2017700317954452,0.2581458524718519,0.9721330798277754,0.99112088443904,5.732099591819918,580743.33
427,22.35575981798216,669.0809049825755,Commercial,296111.9812069059,1.232408846843256,7.963671993094077,0.8693685764667693,0.5096522083589333,0.8544134455580945,9.0036101986476,210498.34
428,44.44135704653584,4784.002261881064,Mixed,295811.4200588829,1.119428146675679,3.9234087170334724,0.33963670680279723,0.9826943518317148,0.9953572506174622,3.968450464823914,601797.42
429,17.870293121327894,1638.436915149029,Mixed,90262.90526467425,1.425863958480492,8.546129670136855,0.25665176110861165,0.5746309484944031,0.9778088202621185,1.5584594737188948,301882.58
430,6.29481731316649,4453.177994312538,Commercial,238092.8384781111,1.1485084263600234,6.134255541323524,0.520175276431049,0.909719040896634,0.6426776794659079,5.283783717937715,568675.78
431,7.578088261615375,3054.4200947493614,Industrial,433978.1593552409,1.3892660963201733,1.827080720320799,0.6615377108797148,0.6379612765340515,0.7874630949093959,3.4285384433608987,421607.69
432,38.19477627001488,4150.866062733288,Public,435269.12989759713,1.360946440789174,27.369820245775433,0.8839335668478168,0.6753511637153637,0.37731018885880574,7.437063607986683,586101.92
433,31.101794134154922,4921.664499731275,Commercial,94656.94921385645,1.0873533749438495,1.238470810277854,0.9793940204173892,0.6083788556609925,0.6088041775327613,9.613958975704291,609871.9
434,5.5055724680781175,1513.1866453118541,Residential,90824.39723652389,0.9610591443002325,22.346382185775475,0.5515940100558909,0.7927570212405398,0.8663129795866882,7.218767360364075,310942.63
435,4.663286902692373,4809.563878497205,Industrial,168212.96465087088,1.0842574927918398,5.4122887206659795,0.24835753838821617,0.674047773753937,0.6537347246840004,8.982405367382832,626528.6
436,35.19797200722644,2008.4612850218598,Mixed,443644.72814929707,1.378352163042654,27.4546590379884,0.7992924632206966,0.8286965197473316,0.7918893229720623,5.077216122410857,371932.89
437,4.1017688150275795,1989.0083332109193,Commercial,108006.16328307452,0.9593427750735747,26.891082248106688,0.65213860497915,0.507823658971033,0.8220259309889939,7.944766634757715,367250.15
438,41.182072934872636,1767.8968108470779,Mixed,373998.5611823508,1.1671054421004246,19.963133244708462,0.5583130758755706,0.5321874417575199,0.4774283988700257,8.58739093004533,340821.68
439,35.458990244246564,2752.8972760031675,Industrial,95524.52882589644,1.3642677235725231,20.49479034421755,0.44741510303375176,0.5498305763656244,0.9129895610597958,7.397880648251881,456325.48
440,4.526764641774038,855.3107115745868,Mixed,330412.0341865214,1.0474342325898651,1.1548351171209679,0.6019188222748286,0.7094968426551156,0.6218757016364252,5.569995574626081,192440.76
441,4.699466847217,2813.186278254255,Commercial,210230.28460361518,1.2495467459018883,29.56127541729446,0.47094368356562477,0.907398086329988,0.44712957253508057,6.632794986538312,460902.85
442,49.338659135808186,2754.3535808090196,Industrial,405011.28333464015,0.9719421018341702,26.457145503698616,0.8056094941978882,0.9440889551891913,0.9057911172519106,7.304562961109923,437434.11
443,19.026404389927954,3833.318881763863,Residential,155160.70197141363,0.876495611757712,26.958080546172667,0.6351149571941128,0.6224053700304504,0.5924731642743775,3.277759628992842,520260.45
444,18.8467862798111,4184.884813494169,Commercial,337640.8232254819,1.3560689575649993,20.118091574475287,0.9014782193232895,0.787184862119507,0.8252187068658037,8.286213348234863,587419.04
445,40.73357857924638,2258.1626165308776,Public,156057.14055914822,0.8692780363860948,10.998820930981559,0.6348351317195537,0.8841824963463003,0.683623150555115,9.55292085070546,363681.53
446,47.388804580501,1581.4329218223193,Commercial,371147.1274004692,0.9899669765557093,26.915810823623943,0.39060993067194405,0.6444147149598043,0.5673102265641503,5.187153836619424,317061.16
447,49.307052659232106,1370.740996853763,Industrial,443155.11555233697,1.3985765953982081,9.453990916384578,0.8808735057857155,0.7045038683681366,0.8669134905269984,7.3096046479888965,283396.43
448,37.79222017031761,1053.6567998538726,Commercial,107060.80960704201,1.042528500955067,17.31863475692388,0.6457752359440352,0.761987101342857,0.7091289521512291,7.633233152113186,255109.76
449,19.12484948378033,382.47315277522193,Residential,439968.0598679766,1.4811317446599128,3.8921981979725895,0.365472830514849,0.5674374232040238,0.5733934716989222,6.960227927693323,185401.36
450,4.633285476584104,1777.9950962900953,Residential,317108.8644864341,1.485814034341702,27.736713273849755,0.6988062479649777,0.5129911468628902,0.3767185092345889,5.92403597495772,353747.66
451,38.96877233840812,1424.213691440838,Public,107199.7208901608,0.9877932143174897,5.0823432753651865,0.48617341195394204,0.5764029046591417,0.9268117196366954,8.934831591173296,280598.31
452,28.14101036192235,4835.445190745396,Mixed,242393.8349118704,0.8286847555749234,7.5220073661818105,0.8755244898336527,0.8134268106267667,0.32482870973916655,5.04034038342005,575465.89
453,21.498989457725326,2832.7732486252153,Industrial,122387.13206829406,1.2935442989437653,17.185890585718234,0.5626397909172343,0.5368091307668408,0.9042311438576394,1.5499266083794323,421283.11
454,45.36454206218943,1801.657491249487,Industrial,365156.54998995626,1.1156905518538407,23.158697006176464,0.7811530864859335,0.5948481824250642,0.5519730674182088,8.601007381409442,342887.35
455,6.004275374154491,2944.2912448691104,Mixed,391490.6604880773,0.8705269907717035,18.96118787215267,0.27642896610898976,0.6689269428476519,0.747537134450984,7.065831450848957,447860.2
456,24.884942662397528,782.063836593908,Residential,97608.43412275953,1.29526597328463,7.731883471204529,0.516819477041877,0.5389350321531832,0.9455398066849796,8.64332763849682,235061.9
457,1.0620054159872439,2275.8143710907943,Residential,277762.93371258996,0.8218224363783448,1.0273482332972197,0.986593149177919,0.5958496355808172,0.4061946308527289,2.2469269820022486,290492.65
458,23.69870177870925,3168.5481749632127,Commercial,416581.27521166275,1.4091376833445695,22.957366828915738,0.8467682315817187,0.9556348944917555,0.696865332947167,1.276776464587447,458146.78
459,3.287012146250949,2495.599375783012,Public,471273.3686979484,0.8970567703793126,29.57101245142172,0.3279526418935429,0.5096495661134923,0.8351030036591345,9.409370863442511,437467.45
460,6.38148685526956,2068.716123206189,Public,281083.0400337965,0.8891183151227076,24.48748048887662,0.42221123958180407,0.8267159620871811,0.8303086829033401,2.3295547526551683,345893.83
461,6.317549215466691,4969.857105608521,Public,477625.6506251332,0.9229706085780092,14.345991926541846,0.4638526470850889,0.6922044654575925,0.6679423402196527,8.286870988634067,642703.95
462,32.635909954745145,4413.542334529742,Commercial,291060.0367052134,1.4721864509444464,27.20925058057409,0.7202924483963566,0.8363243697161855,0.7373176219345206,8.408889479625723,634579.78
463,37.429221523638454,3154.6891949812566,Public,227385.72256995857,1.2852185521776922,12.88558252043215,0.8055958075917244,0.7943458601817023,0.8302688958929911,7.378346804941027,464837.04
464,29.3767538723094,2889.9490697931856,Mixed,431691.407848803,1.3609600748245456,16.22308844306056,0.799621287046328,0.6117493771773221,0.8887193464301881,2.1813598998358383,424185.73
465,48.12754114948982,3141.236351140462,Commercial,271842.2197061401,1.078344490012927,14.836763254474814,0.6078992450451223,0.9236047437866943,0.8332691678131046,7.006587621047268,461187.84
466,19.056093686423353,1086.429328329923,Mixed,262356.1297540354,1.035418909253469,13.981092307300223,0.8486564302705211,0.7459701913046783,0.5478034602268698,9.00177924994179,248893.17
467,14.642748270952106,2036.1749419951611,Commercial,270640.62023442273,0.964138804748219,23.480532309523266,0.5496624662059801,0.9112680094567358,0.9977084807404131,4.829784803207949,356400.95
468,43.495656845378285,293.35171116540664,Public,431053.2508413854,1.1364536198186863,16.276298310815267,0.29910445223644955,0.7030062680941096,0.6041518856035131,4.721651689407389,175442.13
469,11.567994006712906,2430.175583685451,Mixed,424373.69375962345,1.186280113473918,10.184796538731266,0.6515534733230506,0.9923427769576195,0.3171252919312534,4.985724786214772,364433.73
470,48.17951570231026,2760.8204613925495,Mixed,231583.99659809505,1.2422423905569286,8.486586862095871,0.9618411076808855,0.8852446792506481,0.5538318661098234,1.740447016085858,376103.43
471,1.101646497145909,1215.9737069057269,Mixed,199984.93694173626,0.9799829527990862,2.094672192055568,0.8343949211140091,0.9829751025562867,0.38944806820169026,9.028230121269761,232684.33
472,48.50900192202813,4823.741351111017,Commercial,271367.6108176082,1.4640578566320934,17.912659694608333,0.6629605181537939,0.7571632394549295,0.38500983100986247,8.822645775824594,653342.51
473,2.6364156415535174,4556.327593592486,Industrial,307747.629381699,0.9188309487449952,7.668881046629992,0.7174445282792776,0.7368455661453502,0.497074528074826,9.981183896112576,585233.5
474,44.61158412805452,3638.501853733939,Public,157251.74478259863,1.4759572223364885,5.295883738475109,0.9444496216284581,0.8777269046626289,0.33736284592408256,6.266648273485721,487990.84
475,26.621204899771843,2713.5944809502766,Mixed,407279.7881220158,0.8103992857552527,19.96106895100265,0.5426742355479683,0.9401456315067152,0.7819585318866942,7.760724728062472,419978.6
476,49.651757407905365,4362.848882273656,Industrial,268917.2445795903,1.136787984271792,20.755068476824917,0.4651153111541099,0.9820728979327791,0.35179221894133356,2.8240471567657424,571845.57
477,4.152929954402244,740.1964847349683,Public,200320.4967889818,1.033357486681594,22.81249187547231,0.9817932520003592,0.6622759530162499,0.4423026888051693,7.0077593640175255,215752.47
478,27.915787077865378,3973.4979919469365,Public,98069.44683379578,1.1143863897511757,15.603729993819153,0.8907545068082667,0.8993522869213195,0.36502980014588354,6.847595638816516,529101.4
479,48.4804755131454,711.6219884375566,Mixed,157480.32218162314,1.1994652052865524,26.92758355091271,0.45843486769488195,0.6053227988177683,0.3442174116321217,9.110878622574512,253678.24
480,26.393343286422365,3991.632246492087,Mixed,477176.52729019267,1.1049124106088963,28.153939848548607,0.5710244778887383,0.7727871733727226,0.4874261658776792,8.477134505551668,575740.16
481,31.655232587695494,1451.2610844316491,Commercial,187294.85906878696,1.0903927952111165,24.413757253982194,0.5320625032062393,0.5899240742045996,0.7003292773622589,9.446198163559869,323755.65
482,34.93956010473855,4397.743846989126,Industrial,125986.68021516589,1.3129063907893146,19.43221097823743,0.31927654293714713,0.6736986808751695,0.9752798895127892,8.819501254314467,628320.26
483,22.999782706004776,4725.80625974445,Industrial,257302.75624474694,1.2801133925605253,9.807907654144472,0.9662554590506074,0.9656791836032297,0.9128896580447243,8.818245054089669,619570.05
484,31.56412496416114,829.1002500850666,Mixed,188189.4845121119,1.3832898974250936,29.505402726986414,0.523449944975807,0.5730453498865431,0.9131537478117273,1.5735099401984645,251517.51
485,29.42355844019346,2367.110464820428,Public,65821.66262203737,0.9749712868676469,8.949948848566212,0.9002632661103265,0.8162004475675982,0.4232469252263603,8.613657574263602,357885.37
486,45.10732151930395,4906.838152997157,Mixed,195415.34777573776,1.2266699568278445,6.8770507377225005,0.35148498214453205,0.7964771364637017,0.48543503544847405,6.467305550528064,627268.66
487,2.7495958269021648,2468.6964362684184,Public,294848.88077276084,1.2096363497749978,13.8224692998109,0.6382966485097759,0.5603691763544932,0.353475321756714,4.424000065893651,375042.45
488,14.407677884815401,4331.382860321271,Public,298270.5674089851,1.0588164676108822,2.6483765506592656,0.21916910809941587,0.6629895218844061,0.8449278379406295,1.5086316194925609,539243.27
489,47.54536846178966,2984.7844584434674,Mixed,210451.51452959992,1.1402402793318767,29.376339475481934,0.8113763870738468,0.7814907522576329,0.34887141103989333,7.09906397291242,462389.4
490,44.56805730260036,1939.1165488060492,Residential,251286.24031367028,1.0196475003140102,18.06457313607632,0.6647311185970227,0.5935893044942451,0.6896869695745973,3.953815754838557,324663.63
491,23.055009262892792,1500.339422076764,Industrial,484483.0632056449,0.8992910783318897,17.15161065826108,0.7004716667758022,0.9003118282064078,0.4735129006267655,5.209986384874313,273816.04
492,31.19656359117607,1095.7931463218276,Public,219806.81475364024,0.949660847463913,20.018092117091875,0.24137670604372277,0.986078254767375,0.4704119438201213,7.135555933496208,264946.93
493,14.230368557566068,3832.811137750716,Public,166202.06596699235,0.8738595524808408,15.413685785538993,0.36883066416689236,0.607379699981236,0.9935075386733236,9.205970923217286,542643.95
494,9.811997406326185,1994.0484834328365,Residential,159560.16983004205,1.2781487026330869,1.929841995741706,0.25946469788286414,0.593455982395288,0.829745864884976,8.428932240444986,348126.83
495,23.453071044529118,2605.249764783681,Commercial,255994.07571686036,1.2625091751764062,18.757027376371507,0.4311314526430494,0.7274675358987224,0.885857550803735,5.055374161932399,421237.16
496,17.990935287289613,2512.3948520057916,Residential,391784.0669226248,1.465424460105911,21.769042431736487,0.7019512061457209,0.873882638570016,0.7003878797408087,4.490048417017411,413451.85
497,29.390977536618166,2928.667243242343,Residential,142694.68288481294,1.3107748895530689,13.08572275809754,0.6529487874539002,0.6408003051176256,0.9097100011756243,3.1580176495964274,428984.12
498,4.347864529766749,4341.328013560306,Public,369183.2572133456,0.8364320871292921,22.961571590064594,0.6897198572907122,0.5099399543486403,0.751843377416447,4.351840760583714,567982.1
499,48.73254297947524,4905.622783558804,Industrial,59517.42050723733,1.418971621750268,7.583037680814198,0.6394010171023154,0.770610314016447,0.9623215933574416,1.9994174856270848,616742.98
500,49.317431851740345,2097.162622011703,Residential,238519.8400927757,1.4038726140620081,7.417021140919337,0.4184230365406875,0.9783002838836539,0.4969370102319457,9.739949575282791,370846.41
501,35.059004843977384,4154.842718320885,Commercial,399139.2793412541,1.110324224540889,5.681092642939644,0.3956059978755402,0.6956384277034728,0.7167236820480265,6.16525699563621,545671.8
502,27.036770134033958,3846.1861938081165,Mixed,202429.83009849413,1.2101041353695452,11.787848033885695,0.30964774682926505,0.7100672770915502,0.7830919435558245,2.150252585156916,515834.02
503,15.821617006173224,2910.291862132309,Residential,303681.69565042976,1.483254832730763,25.563349026283422,0.8792566999227938,0.984450858557019,0.5750561135194646,4.175254083393152,452315.84
504,40.78285347549396,4784.631003698472,Residential,142240.65477165987,1.1726130546937164,25.009449802322866,0.6931834868329956,0.8473038058133642,0.9157955876828372,5.9233522925859035,644253.59
505,34.394193041417026,1082.3251260891736,Commercial,383897.92600677756,1.4337252798632627,12.101902030941611,0.3492088100032478,0.8595859614210626,0.9858622141729081,5.795970729767827,272356.93
506,8.549538497572119,635.394630517145,Industrial,73525.59647094183,0.8581271304671305,18.08444334342686,0.3417675038569916,0.7813510026855338,0.645638643960863,1.3195303184676912,181868.91
507,45.5908956324452,4284.413638081569,Residential,433644.19019397517,0.933736308096078,21.903673177772554,0.8984284812209093,0.9873046054316208,0.5734484583630373,9.557569308062002,581264.11
508,41.215593524696864,2251.8341015053666,Residential,139188.37388975068,1.1085284604089225,7.994996464212666,0.7941846910106556,0.844433242212778,0.630356549989521,3.4783811332745014,332776.5
509,47.51509570795024,4250.147385614597,Industrial,443479.11426874885,1.2093297658361133,5.876091490947665,0.7275192639242971,0.9475163758025847,0.896915722012352,1.1456620203870207,529091.71
510,36.42311566522382,4476.142005457533,Commercial,208638.1585852328,1.3713594963039601,29.190783803157018,0.5254912860314398,0.8496894328666106,0.7518278978627173,1.6879960805525422,612287.84
511,30.864052198821597,406.04220873345,Residential,375207.608513519,1.4917834806002308,18.909162083078936,0.4095804514228141,0.867557912420198,0.33134066076266655,6.221754129231792,208466.24
512,21.203030296385634,4428.977338631697,Industrial,193651.3840037848,1.0721960475318815,29.46105593317625,0.983560610490259,0.6452054610711233,0.6795189373120003,2.2400696860758718,580712.68
513,46.670059926023654,2296.7633713101686,Residential,457660.2520555914,0.8331909452980595,10.794923626834644,0.8377916600182402,0.6517393490069094,0.31211008591867884,1.3755231356815294,310935.7
514,43.370162530270214,2601.119196120738,Mixed,106986.70648326847,1.3608200523067273,21.387919299249813,0.4414233785090212,0.8914923247880147,0.8449747597023838,4.416638197714402,426680.1
515,2.7383241702563756,3170.30330435673,Public,130333.90517266942,1.2230665033579657,7.455505459695893,0.8780518370227959,0.6483531445849497,0.5298185914797245,6.604850731061697,440374.9
516,1.8051652376139742,4639.2747729774255,Mixed,271863.55632146104,0.9389800012077412,8.574804966943475,0.8071455588917453,0.7813850354007659,0.6304052374821305,2.0065582435745113,556445.03
517,19.134936660463456,193.66886270584376,Residential,86872.29756716575,1.1463799196349942,15.845161516819095,0.4376644399023987,0.624676155453351,0.8590746741353423,3.81995048936184,161532.6
518,40.622389873700726,2436.5329947573036,Commercial,138191.08311579286,1.319617171873607,10.268925639734066,0.5412422833933117,0.9084916904045347,0.3325141721000331,4.75984604462088,374386.91
519,49.37016840108975,3469.8380079097474,Public,474694.87199540646,1.3392882509480506,5.8610253513769495,0.34876275631282133,0.555250675613845,0.4109790749141273,2.4351408800809047,465631.71
520,7.945636109624645,3641.2640927213192,Mixed,489420.3475165492,1.1497328883991333,8.623540357690455,0.2888419555024875,0.9147233198808322,0.5785722635115804,5.554665086200391,499541.64
521,29.909470409930687,3493.408914531829,Industrial,219316.69819868988,1.0136501710902015,2.0367034395100747,0.7782096262717575,0.8013649002538009,0.46094761448189236,1.766926782115938,428816.38
522,19.354097403235563,758.7321340997971,Commercial,465478.709456271,1.4816198074269455,21.428285022847113,0.41400948588309333,0.5934547674135386,0.5365309980425441,1.418666467105618,228221.36
523,48.51076269182286,1567.0383830212381,Mixed,295171.1040530443,1.264353827669545,15.271383055489986,0.856047492597003,0.7710176927530591,0.9987223165247254,5.6785183043962135,303160.78
524,42.18488669521758,1857.706074543366,Industrial,171384.10964319517,1.0857662635424092,3.733048925731243,0.996486969211541,0.6412494184236702,0.8777901063016675,3.231072754757881,281339.22
525,41.997270883201324,4041.7423176295747,Residential,366079.4244862694,0.9963242569432567,5.979125800726245,0.26129585114371895,0.6617336673652483,0.918731270472076,1.8583642710822477,515788.34
526,23.70031140985103,1465.9233748313097,Industrial,346505.81295868574,1.3117720881024935,3.9735016052666765,0.5784281000669602,0.6757640207984401,0.9559382434960426,4.815213287388691,275979.03
527,21.033565365714427,1132.4543229492956,Mixed,495106.39359893004,0.9695284119156374,18.765191440000418,0.8416500474486426,0.5316596234861605,0.5386551162199369,9.236266655656552,260968.09
528,14.03365006056996,4791.495293286671,Mixed,169271.2793341775,0.9201969922815818,3.73210054476232,0.8311607172329869,0.9929808422007087,0.5079538704575308,7.5177320198873945,585441.93
529,3.290587084220892,143.4300970559976,Residential,352426.7761977809,1.1708837222734492,22.874187658021267,0.8079977266647749,0.515767314065612,0.46384374480045243,8.34054323812325,175382.61
530,43.303757624625135,4989.322192841693,Industrial,73410.68976325111,1.0029911748508993,1.594816660291344,0.4791959482415288,0.8312484365921392,0.8810818379156857,8.847225898827729,629756.62
531,40.73859995193884,3416.4243644012386,Industrial,101140.71741352373,1.2402336014465305,8.23189785188087,0.5630826045480419,0.6856138238787153,0.7756863035996294,9.75364967256777,497511.87
532,49.986024827663464,4159.499567300674,Residential,51763.26872799197,0.8825570724119635,26.829333600865308,0.6759746858731762,0.8230051454733495,0.4653203877380141,7.869219161627557,572117.89
533,49.83352343515832,1543.6350420963465,Industrial,499757.3064768529,1.258458773197125,21.837408225545136,0.9791524668586058,0.6781241265437918,0.5638956804473183,6.475671297455317,305269.02
534,27.993869427330058,170.1448605685939,Residential,411023.163716365,0.9983075695983916,3.116081654844944,0.46203781675079436,0.8368753231294294,0.6546982347529587,4.288832922720225,123845.91
535,38.56487705143527,3715.560640951497,Commercial,404025.35663009336,0.800170054104159,24.812657030070213,0.9385151101734863,0.8646177547341805,0.6696980400916275,2.6347891290194445,489615.3
536,47.26590362918019,4187.308525303311,Mixed,279376.73387968086,0.8888552403719235,15.298018524665938,0.4154855345443953,0.8452763201998224,0.9221094099862002,7.179938865849649,565649.52
537,42.557545838531865,3728.333046572244,Commercial,185030.18730744798,1.4535307644845659,25.55670778789605,0.9912595723789637,0.5569809906790761,0.5663962930630514,9.954549875097477,557989.34
538,12.743731036288285,799.9664077741091,Public,118068.92800820417,1.4071482473807504,18.421453459061407,0.7362109494620734,0.8284466173273424,0.9359668213503587,5.206228161570271,239854.16
539,22.801934697849628,3791.7968190591487,Public,178103.63248090865,0.9635263224253658,20.7731579289529,0.5708091842868408,0.6399937747270487,0.6089572922238526,7.513114312835269,531528.57
540,6.893391049999002,3867.7216323274406,Public,219187.0498681126,1.3448603331818438,29.811545251475536,0.6907123424508839,0.5144006852846668,0.8224608723546476,5.455832049938405,566652.85
541,47.725525849306756,3326.848526783269,Residential,390339.5436411323,1.2260001152217819,7.737730831796527,0.41802493523216544,0.707415335944477,0.9511780239895391,4.88740081027129,470394.06
542,30.505644405318563,3853.9680706983722,Industrial,292847.8050064186,1.4796332980149085,19.094421668080262,0.4193390860091733,0.7167715514019005,0.9353029927742864,4.692750522039236,557161.37
543,11.817818872421405,4245.015054420887,Commercial,84867.63194996721,1.0615239616738414,14.349320311664552,0.2908436350747951,0.7335870666762232,0.3398670071069768,5.541622146385278,562062.2
544,33.74918387808991,3106.6601597635463,Commercial,58113.05403151051,1.2770224287620198,2.1441066347580517,0.29124023816431904,0.8524120826953581,0.44399300648359885,4.302060956788376,430458.02
545,31.097347902665845,534.1630984514275,Commercial,96049.48079032841,0.844475005696743,1.419648603583086,0.4781373931751291,0.6544219045712296,0.6338337978725925,7.7389598963962705,165510.98
546,18.229054542625605,2489.376267369333,Commercial,234724.4211638207,1.077373142771484,4.457628756717901,0.8102843823170973,0.6576402565519612,0.6020880029671751,8.86844823932365,373805.01
547,6.121100813881636,480.4817398908648,Public,469936.81267205824,1.4746723628317264,19.823660475617896,0.68637693407853,0.5302761281206303,0.7486241653860448,8.945967759806656,230539.46
548,33.74287318184358,2096.960852058911,Commercial,336831.1165441497,1.1772866121150845,17.447729549488376,0.2820676482648167,0.843410607996148,0.9612963355777886,3.0492884208324336,359474.14
549,26.255231194737767,2094.821796715575,Industrial,410821.6549439818,1.0015156523343913,17.049457273748096,0.8817892199807289,0.783913045699792,0.3786832978945642,9.063182248583416,350101.03
550,38.729760390914144,423.44823628718376,Public,259868.56752704683,0.8841896741900248,1.9238461133195424,0.6810941015920531,0.6747125563468941,0.6163010655939682,4.073961086695945,132667.3
551,26.24809330504367,1809.2206164504487,Commercial,212749.73743776925,1.2924698381270714,14.609786894440205,0.9686844614278238,0.8525944894586773,0.4346877265209975,3.7837689893676787,303325.21
552,42.682984265767736,643.8906840774426,Residential,98780.16772248023,1.2513992304008088,27.814061717433326,0.736148373928966,0.7686788746134385,0.9258753188785631,7.540804516584123,246731.45
553,27.819388519337036,4060.3525290451885,Mixed,444169.85998379224,1.0617570995226422,12.530164210008751,0.34013989096334485,0.7346224729352698,0.975206130061157,3.742267060776605,542207.45
554,28.26642959100162,4743.671327225907,Mixed,402422.0130625563,1.465658946306084,19.122751623865234,0.5790266898462578,0.7556622718305632,0.635091177323245,1.476697650487391,618628.27
555,43.89435333158808,454.35072876389916,Mixed,125653.1439189763,0.8155419690914952,23.614741593071162,0.7187980780377634,0.8181740626335283,0.3728072084096985,4.362559950792772,171150.87
556,20.472401877513654,4780.064515729337,Public,280517.2537443172,1.0126066961422782,23.73383309511474,0.22261176083998216,0.8300013022872997,0.8497062667058712,7.493190403225141,653895.01
557,7.133753808306716,2660.6253367500512,Commercial,269318.66356456024,1.444748640409707,16.05912238946287,0.21192821132384632,0.6444789095703586,0.7879989453446792,3.9426257824315885,429537.82
558,1.924742477510279,1567.8718219739822,Public,331291.19870893785,1.0246548068236083,25.880606416667753,0.30352240047885437,0.5703716816955766,0.5482695786272173,6.666031503956319,324967.65
559,37.87929415584414,476.6241688532012,Industrial,475784.1022960675,0.9765769836986193,12.349964707548661,0.4013315480363766,0.5783170905952594,0.9211852317782743,6.941074998368173,192304.13
560,31.2053227919965,2553.0589135450473,Residential,310897.14879311586,1.173954286951873,26.772103228759153,0.5436392988165404,0.8196954429515009,0.9830823228478949,7.603624105537206,438928.74
561,35.35194852091157,3993.1261680046687,Residential,293097.7700503784,1.3766612249443764,7.966587825470814,0.5899523790078307,0.936436642883563,0.6904976943911367,9.074174196798428,555576.34
562,11.041725994691081,3564.723738606821,Mixed,72645.31982059877,0.8722027326148528,9.12627580272656,0.31042208715031744,0.7047481391727759,0.6960095379410046,4.893080493415883,477402.29
563,7.250388041545103,346.1074561734714,Mixed,78308.36420811077,1.4601144967520154,2.540498101771032,0.7387132632926647,0.5847600801647312,0.5082594535796445,2.4978886899621138,143191.82
564,1.2199609505601554,457.2189933027272,Mixed,134306.056097055,1.3565510168268147,24.071873259726203,0.6769104493572279,0.8783012491469273,0.7091542251883198,3.8703314388870047,204918.49
565,17.85408416092655,2074.079084899922,Commercial,64611.847261286726,0.9268751788860864,13.094601850748461,0.4355712790729282,0.9162447372097242,0.6077496243673925,4.889505296565873,333473.15
566,29.700925499304336,1546.9234208349221,Industrial,384508.8030065056,1.2984055728387138,7.644381803430572,0.2109279067482336,0.9402912215604833,0.5115337188496363,7.425023223953017,305947.81
